"course_id","course_title","course_code","lab_theory","course_type_id","dept_id","semester","syllabus_intro_year","credits","total_internal","total_external","grad_level"
329,Indias Struggle For Freedom,"5D02HIS",T,2,4,5,2014,2,10,40,UG
330,Culutural Heritage of North Malabar,"5D03HIS",T,2,4,5,2014,2,10,40,UG
331,India Under Colonial Rule,"3C07HIS",T,3,4,3,2014,4,10,40,UG
332,Indian National Movement,"4C08HIS",T,3,4,4,2014,4,10,40,UG
333,Nataka and Vykarana,"3C(02)SKT-",T,3,16,3,2014,4,10,40,UG
334,Kavya and Vyakarana,"2C(01)SKT",T,3,16,2,2014,4,10,40,UG
335,Management of Co-operatives,"4B09COM",L,1,14,4,2014,3,10,40,UG
336,Co-operative Accounting and Legislations,"6B19COM",L,1,14,6,2014,3,10,40,UG
337,Political Ideologies,"4C04POL",T,3,6,4,2014,4,10,40,UG
338,Web Technology,"5D02CSC",T,2,9,5,2014,2,5,20,UG
339,Vyavaharik Samskrita,"5D01SKT",T,2,16,5,2014,2,5,20,UG
340,Foundations of Political Science,"3C03POL",T,3,6,3,2014,4,10,40,UG
341,Dynamics of Indian Political System,"5D01POL",T,2,6,5,2014,2,5,20,UG
342,Introduction to Computer and Programming,"1C01CSC",T,3,9,1,2019,2,8,32,UG
343,"Lab-I (Programming in C, Web Programming and Python Programming)","4C05CSC",L,3,9,1,2019,0,0,0,UG
344,"Set Theory, Differential Calculus and Numerical Methods","1B01MAT",T,1,10,1,2019,4,12,48,UG
345,Mathematics for Physics I,"1C01MAT-PH",T,3,10,1,2019,3,10,40,UG
346,Mathematics for Chemistry I,"1C01MAT-CH",T,3,10,1,2019,3,10,40,UG
347,Mathematics for Statistics I,"1C01MAT-ST",T,3,10,1,2019,3,10,40,UG
348,Introductory Statistics,"1B01STA",T,1,12,1,2019,3,12,48,UG
349,Basics Statistics,"1C01STA",T,3,12,1,2019,3,10,40,UG
350,Hindi Kavitha,"1A07HIN",T,4,3,1,2019,4,10,40,UG
351,Kavitha Aur Kahani,"1A07-1HIN",T,4,3,1,2019,4,10,40,UG
352,Naya Sahithya,"1A07-2HIN",T,4,3,1,2019,4,10,40,UG
353,Cytology and Angiosperm Anatomy,"1B01PLS",T,1,7,1,2019,3,10,40,UG
354,Core Practical I,"4B05PLS",L,1,7,1,2019,0,0,0,UG
355,"Microbiology, Phycology, Mycology and Lichenology","1C01BOT",L,3,7,1,2019,2,10,40,UG
356,CE Practical - Botany,"4C05PLS",L,3,7,1,2019,0,0,0,UG
357,Protista and Non Chordata-I,"1B01ZLG",T,1,13,1,2019,3,10,40,UG
358,Practical-I,"4B01ZLG-P",L,1,13,1,2019,0,0,0,UG
359,Diversity of Life - I Protistans and Non Chordates,"1C01ZLG",T,3,13,1,2019,2,8,32,UG
360,Practical,"4C05ZLG-P",L,3,13,1,2019,0,0,0,UG
361,Malayala Kavitha - Adhunikam Adhunikaantharam,"1B01MAL",T,1,5,1,2019,4,10,40,UG
362,Paristhithi Dalit Linga Padavi Padanangal,"1C01MAL",T,3,5,1,2019,4,10,40,UG
363,Kadha Mathrukakal,"1A07MAL",T,4,5,1,2019,4,10,40,UG
364,Sahithyaroopangal,"1A07-1MAL",T,4,5,1,2019,4,10,40,UG
365,Sahitya Ganangal,"1A07-2MAL",T,4,5,1,2019,4,10,40,UG
366,Micro Economic Analysis-I,"1B01ECO",T,1,1,1,2019,5,10,40,UG
367,Introductory Economics-I,"1C05ECO",T,3,1,1,2019,4,10,40,UG
368,Population and Development,"1C09ECO",T,3,1,1,2019,4,10,40,UG
369,Communicative English,"1A01ENG",T,4,2,1,2019,4,10,40,UG
370,Readings on Kerala,"1A02ENG",T,4,2,1,2019,3,10,40,UG
371,History of India I: Pre-historic Times to c.200 CE ,"1B01HIS",T,1,4,1,2019,4,10,40,UG
372,Management Concepts & Principles,"1B01COM",T,1,14,1,2019,4,10,40,UG
373,"Business Statistics and Basic Numerical
Skills","1A11COM",T,3,14,1,2019,4,10,40,UG
374,Theoretical and Inorganic Chemistry,"1B01PCH",T,1,8,1,2019,3,10,40,UG
375,Chemistry (For Physical & Biological Sciences),"1C01CHE",T,3,8,1,2019,2,8,32,UG
376,Mechanics 1,"1B01PHY",T,1,11,1,2019,2,10,40,UG
377,General Physics Practical I,"4B05PHY",L,1,11,1,2019,0,0,0,UG
378,Mechanics,"1C01PHY",T,3,11,1,2019,2,8,32,UG
379,Physics Practical,"4C05PHY",L,3,11,1,2019,0,0,0,UG
380,Readings on Life and Nature,"2A03ENG",T,4,2,2,2019,4,10,40,UG
381,Readings on Gender,"2A04ENG",T,4,2,2,2019,3,10,40,UG
382,Programming in C,"2C02CSC",T,3,9,2,2019,2,8,32,UG
383,"Lab-I (Programming in C, Web Programming and Python Programming)","4C05CSC",L,3,9,2,2019,0,0,0,UG
384,Rachana Thatha Prayog,"2A08HIN",T,4,3,2,2019,,,,UG
385,Vyavaharik HIndi,"2A08-1HIN",T,4,3,2,2019,,,,UG
387,Kavitha Mathrukakal,"2A08MAL",T,4,5,2,2019,4,10,40,UG
388,Gadyaroopangal,"2A08-1MAL",T,4,5,2,2019,4,10,40,UG
389,Gadya Mathrukakal,"2A08-2MAL",T,4,5,2,2019,4,10,40,UG
390,Integral Calculus and Logic,"2B02MAT",T,1,10,2,2019,4,12,48,UG
391,Mathematics for Physics II,"2C02MAT-PH",T,3,10,2,2019,3,10,40,UG
392,Mathematics for Chemistry II,"2C02MAT-CH",T,3,10,2,2019,3,10,40,UG
393,Mathematics for Statistics II,"2C02MAT-ST",T,3,10,2,2019,3,10,40,UG
394,Cherukatha Sahithyam,"2B02MAL",T,1,5,2,2019,4,10,40,UG
395,Kavya and Vyakarana,"2C01SKT-ML",T,3,16,2,2019,4,10,40,UG
396,Mathematical Physics and Error Analysis,"2B02PHY",T,1,11,2,2019,3,10,40,UG
397,"Electricity, Magnetism and Thermodynamics","2C02PHY",T,3,11,2,2019,2,8,32,UG
398,General Physics Practical I,"4B05PHY",L,1,11,2,2019,0,0,0,UG
399,Physics Practical,"4C05PHY",L,3,11,2,2019,0,0,0,UG
400,Non Chordata-II,"2B02ZLG",T,1,13,2,2019,3,10,40,UG
401,Diversity of Life-II Chordata Form and Functions,"2C02ZLG",T,3,13,2,2019,2,8,32,UG
402,Micro Economic Analysis-II,"2B02ECO",T,1,1,2,2019,4,10,40,UG
403,Economic Geography,"2C10ECO",T,3,1,2,2019,4,10,40,UG
404,Probability Theory and Mathematical Expectation,"2B02STA",T,1,12,2,2019,3,12,48,UG
405,Probability Theory and Random Variables,"2C02STA",T,3,12,2,2019,3,10,40,UG
406,Analytical and Inorganic Chemistry I,"2B02PCH",T,1,8,2,2019,3,10,40,UG
407,Chemistry (For Physical & Biological Sciences),"2C02CHE",T,3,8,2,2019,2,8,32,UG
408,Introductory Economics II,"2C06ECO",T,3,1,2,2019,4,10,40,UG
409,Cultural Transformations in Europe,"2B02HIS",T,1,4,2,2019,4,10,40,UG
410,Functional Applications of Management,"2B02COM",T,1,14,2,2019,4,10,40,UG
411,Quantitative Techniques for Business Decision,"2C01COM",T,3,14,2,2019,4,10,40,UG
412,Reproductive Botany,"2B02BOT/PL",T,1,7,2,2019,3,10,40,UG
413,"Bryology, Pteridology, Gymnosperm Biology, Palaeobotany, Phytopathology and Angiosperm Embryology","2C02BOT",T,3,7,2,2019,2,10,40,UG
414,Basic Tools for Economic Analysis I,"5B07ECO ",T,1,12,5,2019,4,12,48,UG
415,Heterodox Economics,"5B08ECO ",T,1,1,5,2019,4,10,40,UG
416,Macroeconomic Analysis I,"5B09ECO ",T,1,1,5,2019,4,10,40,UG
417,Developemnt Economics,"5B10ECO ",T,1,1,5,2019,4,10,40,UG
418,Economics of Banking and Finance,"5B11ECO ",T,1,1,5,2019,4,10,40,UG
419,Analytical and Inorganic Chemistry - II,"5B07PCH",T,1,8,5,2019,4,10,40,UG
420,Inorganic Chemistry,"5B08PCH",T,1,8,5,2019,4,10,40,UG
421,Physical Chemistry - I,"5B09PCH",T,1,8,5,2019,4,10,40,UG
422,Physical Chemistry - II,"5B10PCH",T,1,8,5,2019,4,10,40,UG
423,Practicals 3: Gravimetric Analysis ,"5B11PCH",L,1,8,5,2019,0,0,0,UG
424,Practicals 4: Organic Chemistry,"5B12PCH",L,1,8,5,2019,3,0,0,UG
425,Project & Industrial Visit,"5B13PCH",L,1,8,5,2019,0,0,0,UG
426,Core Course Practicals 5 Physical Chemistry,"6B18CHE",L,1,8,5,2019,0,0,0,UG
427,"Evolution, Ethology and Research Methodology","5B05ZLG",T,1,13,5,2019,4,10,40,UG
428,Animal Physiology,"5B06ZLG",T,1,13,5,2019,4,10,40,UG
429,Biochemistry and Biophysics,"5B07ZLG",T,1,13,5,2019,4,10,40,UG
430,Genetics,"5B08ZLG",T,1,13,5,2019,3,10,40,UG
431,Practical II and Practical III,"6B02ZLG-P",L,1,13,5,2019,0,10,40,UG
432,"Set Theory, Theory of Equations and Complex Numbers","5B05MAT",T,1,10,5,2019,4,10,40,UG
433,Real Analysis I,"5B06MAT",T,1,10,5,2019,4,10,40,UG
434,Abstract Algebra ,"5B07MAT",T,1,10,5,2019,4,10,40,UG
435,Differential Equations and Laplace Transforms,"5B08MAT",T,1,10,5,2019,3,10,40,UG
436,Vector Calculus,"5B09MAT",T,1,10,5,2019,4,10,40,UG
437,Statistical Inference - II,"5B05STA",T,1,12,5,2019,4,12,48,UG
438,Mathematical Methods for Statistics - I,"5B06STA",T,1,12,5,2019,4,12,48,UG
439,Regression Techniques and Time Series,"5B07STA",T,1,12,5,2019,4,12,48,UG
440,Statistical Quality Control and Operations Research,"5B08STA",T,1,12,5,2019,4,12,48,UG
441,Practical Using R - I ,"5B09STA",T,1,12,5,2019,4,12,48,UG
442,Quantum Mechanics,"5B06PHY",T,1,11,5,2019,4,10,40,UG
443,Electrostatics and Magnetostatics,"5B07PHY",T,1,11,5,2019,4,10,40,UG
444,Thermodynamics and Statistical Mechanics,"5B08PHY",T,1,11,5,2019,4,10,40,UG
445,Electronics II,"5B09PHY",T,1,11,5,2019,3,10,40,UG
446,General Physics Practical II,"6B15PHY",L,1,11,5,2019,0,0,0,UG
447,Electronics Practical III,"6B16PHY",L,1,11,5,2019,0,0,0,UG
448,History of India IV: Colonial Transformations (1757-1885),"5B07HIS ",T,1,4,5,2019,4,10,40,UG
449,History of India V: Making of the Nation (1885 -1947),"5B08HIS ",T,1,4,5,2019,4,10,40,UG
450,History of Kerala II: Making of Modern Kerala (1500-1970),"5B09HIS ",T,1,4,5,2019,4,10,40,UG
451,Method and Writing of History,"5B10HIS ",T,1,4,5,2019,4,10,40,UG
452,Historiography: Perspectives and Practices,"5B11HIS ",T,1,4,5,2019,4,10,40,UG
453,Readings on Democracy and Secularism,"3A05ENG",T,4,2,3,2019,4,10,40,UG
454,Gadya Sahithyam,"3A09MAL",T,4,5,3,2019,4,10,40,UG
455,Katha Sahithya,"3A09HIN",T,4,3,3,2019,4,10,40,UG
456,Python for Machine Learning,"3B04ICSC",T,1,9,3,2020,3,10,40,PG
457,Operating System,"3B05ICSC",T,1,9,3,2020,3,10,40,PG
458,Data Structures,"3B06ICSC",T,1,9,3,2020,3,10,40,PG
459,Lab-2 : Python for Machine Learning,"3B07ICSC",L,1,9,3,2020,2,5,20,PG
460,Lab-3 : Data Structures using C,"3B08ICSC",L,1,9,3,2020,2,5,20,PG
461,Computer Organization,"4B09ICSC",T,1,9,4,2020,3,10,40,PG
462,Database Management System,"4B10ICSC",T,1,9,4,2020,3,10,40,PG
463,Object Oriented Programming using Java,"4B11ICSC",T,1,9,4,2020,3,10,40,PG
464,Lab-4 : Object Oriented Programming using Java,"4B12ICSC",L,1,9,4,2020,3,5,20,PG
465,Lab-5: Database Management System,"4B13ICSC",L,1,9,4,2020,3,5,20,PG
466,Web Technology with Database Management System,"3C03CSC",T,3,9,3,2019,2,8,32,UG
467,"Lab 1: Programming In C, Web Programming and Python Programming","4C05CSC",L,3,9,3,2019,0,0,0,UG
468,Business Research Methodology,"5B07COM",T,1,14,5,2019,3,10,40,UG
469,Income Tax Law and Practice,"5B08COM",T,1,14,5,2019,4,10,40,UG
470,Cost Accounting,"5B09COM",T,1,14,5,2019,4,10,40,UG
471,Banking Principles and Operations,"5B10COM",T,1,14,5,2019,4,10,40,UG
472,Co-operative Laws,"5B11COM",T,1,14,5,2019,4,10,40,UG
473,Angiosperm Systematics and Ethnobotany,"5B06PLS",T,1,7,5,2019,3,10,40,UG
474,Plant Physiology and Metabolism,"5B07PLS",T,1,7,5,2019,4,10,40,UG
475,"Microbiology, Mycology, Lichenology and Phytopathology","5B08PLS",T,1,7,5,2019,4,10,40,UG
476,"Research Methodology, Instrumentation and Biostatistics","5B09PLS",T,1,7,5,2019,3,10,40,UG
477,Core Practical II,"6B14PLS",L,1,7,5,2019,0,0,0,UG
478,Core Practical III,"6B15PLS",L,1,7,5,2019,0,0,0,UG
479,Mushroom Cultivation,"5D01BOT",T,2,7,5,2019,2,5,20,UG
480,Plantation Science,"3A11PLS",T,1,7,3,2019,3,10,40,UG
481,Horticulture,"3A12PLS",T,1,7,3,2019,3,10,40,UG
482,Plant Diversity I – Algae and Bryophytes,"3B03PLS",T,1,7,3,2019,3,10,40,UG
483,"Angiosperm Morphology, Anatomy and Systematics","3C03BOT",T,3,7,3,2019,2,10,40,UG
484,Core Practical - I,"4B05PLS",L,1,7,3,2019,0,0,0,UG
485,Vyakarana Padanangal,"5B07MAL",T,1,5,5,2019,4,10,40,UG
486,Novel Sahithyam,"5B08MAL",T,1,5,5,2019,4,10,40,UG
487,Samskara Padanavum Sahithyavum,"5B09MAL",T,1,5,5,2019,4,10,40,UG
488,Kerala Samskaram,"5B10MAL",T,1,5,5,2019,4,10,40,UG
489,Nadodi Vijnaaneeyam,"5B11MAL",T,1,5,5,2019,4,10,40,UG
490,Vaikkom Muhammed Basheer - Paadavum Padanavum,"5D04MAL",T,2,5,5,2019,2,5,20,UG
491,Malayalasahithya Vimarshanam,"3B03MAL",T,1,5,3,2019,5,10,40,UG
492,Indian Kavyasidhaanthangal,"3B04MAL",T,1,5,3,2019,4,10,40,UG
493,Nataka and Vyakarana,"3C02SKT-ML",T,3,16,3,2019,4,10,40,UG
494,Organic Chemistry - I,"3B04PCH",T,1,8,3,2019,3,10,40,UG
495,Polymer Chemistry I,"3A11PCH",T,1,8,3,2019,3,10,40,UG
496,Polymer Chemistry II,"3A12PCH",T,1,8,3,2019,3,10,40,UG
497,Core Course Practicals 1 - Volumetric Analysis,"3B03PCH",L,1,8,3,2019,0,0,0,UG
498,Core Course Practicals 2 - Inorganic Qualitative Analysis,"3B05PCH",L,1,8,3,2019,0,0,0,UG
499,Polymer Chemistry II (Practical),"3B05PCH",L,1,8,3,2014,0,0,0,UG
500,Chemistry (For Biological Science),"3C03CHE-BS",T,3,8,3,2019,2,8,32,UG
501,Chemistry (For Physical Science) ,"3C03CHE-PS",T,3,8,3,2019,2,8,32,UG
503,"Lab 1: Programming In C, Web Programming and Python Programming","4C05CSC",L,3,9,4,2019,4,8,32,UG
504,Analytic Geometry and Applications of Derivatives,"3B03MAT",T,1,10,3,2019,4,10,40,UG
505,Mathematics for Chemistry III,"3C03MAT-CH",T,3,10,3,2019,4,10,40,UG
506,Mathematics for Physics III,"3C03MAT-PH",T,3,10,3,2019,4,10,40,UG
507,Mathematics for Statistics III,"3C03MAT-ST",T,3,10,3,2019,4,10,40,UG
508,Foundation Mathematics for Machine Learning I,"3C03MAT-ICS",T,3,10,3,2020,4,10,40,UG
509,Mechanics II,"3B03PHY",T,1,11,3,2019,3,10,40,UG
510,General Physics Practical I,"4B05PHY",L,1,11,3,2019,0,0,0,UG
511,Optics and Photonics,"3C03PHY",T,3,11,3,2019,2,8,32,UG
512,Physics Practical,"4C05PHY",L,3,11,3,2019,0,0,0,UG
513,Probability Distribution and Limit Theorems,"3B03STA",T,1,12,3,2019,3,12,48,UG
514,Probability Distributions,"3C03STA",T,3,12,3,2019,3,10,40,UG
515,Probability Distributions,"3C03STA-ICS",T,3,12,3,2020,3,10,40,UG
516,Chordata - I,"3B03ZLG",T,1,13,3,2019,3,10,40,UG
517,Animal Physiology,"3C03ZLG",T,3,13,3,2019,2,8,32,UG
518,Advanced Accounting,"3B03COM",T,1,14,3,2019,4,10,40,UG
519,Co-operative Principles,"3B04COM",T,1,14,3,2019,4,10,40,UG
520,Entrepreneurship Development,"3A12COM",T,1,14,3,2019,4,10,40,UG
521,Business Regulatory Framework,"3C02COM",T,1,14,3,2019,4,10,40,UG
522,Business Economics,"3C03COM",T,1,14,3,2019,4,10,40,UG
523,"History of India II: Polity, Society and Culture (c.200 to 1206)","3B03HIS",T,1,4,3,2019,4,10,40,UG
524,History of Kerala I: Earliest Times to c.1500 CE,"3B04HIS",T,1,4,3,2019,4,10,40,UG
525,Foundations of Political Science,"3C03POL",T,3,6,3,2019,4,10,40,UG
526,Central Themes in Indian Economy,"3B03ECO",T,1,1,3,2019,5,10,40,UG
527,International Economics,"3B04ECO",T,1,1,3,2019,4,10,40,UG
528,Practical,"4C05ZLG-P",L,3,13,3,2019,0,0,0,UG
529,Practical-I,"4B01ZLG-P",L,1,13,3,2019,0,0,0,UG
530,Complementary Elective Course Practical ,"4C05CHE",L,3,8,3,2019,0,0,0,UG
531,Twentieth Century British Literature,ENG3C08,T,1,2,3,2016,5,20,80,PG
532,Linguistics,ENG3C09,T,1,2,3,2016,5,20,80,PG
533,Indian Writing in English,ENG3C10,T,1,2,3,2016,5,20,80,PG
534,American Literature,ENG3C11,T,1,2,3,2016,5,20,80,PG
535,European Fiction,ENG3E08,T,1,2,3,2016,5,20,80,PG
536,Foundation Mathematics for Machine Learning II,"4C04MAT-ICS",T,3,10,4,2020,4,10,40,UG
537,Statistical Inference,"4C04STA-ICS",T,3,12,4,2020,3,10,40,UG
538,Economic Historyof Modern India 1793 - 1947,"3C07HIS",T,3,4,3,2019,4,10,40,UG
539,Plant Propagation,"5D03BOT",T,2,7,5,2019,2,5,20,UG
540,Basic Accounting,"5D01COM",T,2,14,5,2019,2,5,20,UG
541,Principles of Management,"5D03COM",T,2,14,5,2019,2,5,20,UG
542,Environmental Studies,"5D03CHE",T,2,8,5,2019,2,5,20,UG
543,Web Technology,"5D02CSC",T,2,9,5,2019,2,5,20,UG
544,Python Programming,"5D05CSC",T,2,9,5,2019,2,5,20,UG
545,Basics of Economics,"5D01ECO",T,2,1,5,2019,2,5,20,UG
546,Social Reform Movements in Kerala,"5D01HIS",T,2,4,5,2019,2,5,20,UG
547,India's Struggle for Freedom,"5D02HIS",T,2,4,5,2019,2,5,20,UG
548,Cultural Heritage of North Malabar,"5D03HIS",T,2,4,5,2019,2,5,20,UG
549,Quantitative Arithmetic and Reasoning,"5D02MAT",T,2,10,5,2019,2,5,20,UG
550,Graph Theory,"5D04MAT",T,2,10,5,2019,2,5,20,UG
551,Biophysics,"5D03PHY",T,2,11,5,2019,2,5,20,UG
552,Electricity in Daily Life,"5D05PHY",T,2,11,5,2019,2,5,20,UG
553,Human Rights in India,"5D01POL",T,2,6,5,2019,2,5,20,UG
554,Herbal Literacy and Ethnobotanical Awareness,"5D02SKT",T,2,16,5,2019,2,5,20,UG
555,Literary Wolrd of Kalidasa,"5D052SKT",T,2,16,5,2019,2,5,20,UG
556,Sampling Techniques,"5D02STA",T,2,12,5,2019,2,5,20,UG
557,Index Numbers and Time Series,"5D04STA",T,2,12,5,2019,2,5,20,UG
558,Apiculture,"5D02ZLG",T,2,13,5,2019,2,5,20,UG
559,Sericulture,"5D03ZLG",T,2,13,5,2019,2,5,20,UG
560,Exercise is Medicine,"5D05PED",T,2,15,5,2019,2,5,20,UG
564,Sahithya Aur Prayog,"2A08-2HIN",T,4,3,1,2019,4,10,40,UG
568,Natak Aur Ekangi,"4A10HIN",T,4,3,4,2019,4,10,40,UG
569,Readings on Philosophy of Knowledge,"4A06ENG",T,4,2,4,2019,4,10,40,UG
574,Drishya Kala Sahithyam,"4A10MAL",T,4,5,4,2019,4,10,40,UG
575,Introduction to C Programming,"1B01ICSC",T,1,9,1,2020,2,10,40,UG
576,Lab 1 - C Programming,"2B03ICSC",L,1,9,1,2020,0,0,0,UG
577,Differential Calculus and Linear Algebra I,"1C01MAT-ICS",T,3,10,1,2020,3,10,40,UG
578,Basic Statistics,"1C01STA-ICS",T,3,12,1,2020,3,10,40,UG
579,Macro Economics Analysis II,"6B13ECO",T,1,1,6,2019,4,10,40,UG
580,Puublic Economics,"6B14ECO",T,1,1,6,2019,4,10,40,UG
581,Basic Econometric Analysis,"6B15ECO",T,1,1,6,2019,4,10,40,UG
582,Basic Tools for Economic Analysis II,"6B12ECO",T,1,12,6,2019,4,12,48,UG
583,Real Analysis II,"6B10MAT",T,1,10,6,2019,4,10,40,UG
584,Complex Analysis,"6B11MAT",T,1,10,6,2019,4,10,40,UG
585,"Numerical Methods, Fourier Series and Partial Differential Equations","6B12MAT",T,1,10,6,2019,4,10,40,UG
586,Linear Algebra,"6B13MAT",T,1,10,6,2019,4,10,40,UG
587,Operations Research,"6B14MAT",T,1,10,6,2019,3,10,40,UG
588,Number Theory and Applications of Integrals,"4B04MAT",T,1,10,4,2019,3,10,40,UG
589,Mathematics for Chemistry IV,"4C04MAT-CH",T,3,10,4,2019,3,10,40,UG
590,Mathematics for Physics IV,"4C04MAT-PH",T,3,10,4,2019,3,10,40,UG
591,Mathematics for Statistics IV,"4C04MAT-ST",T,3,10,4,2019,3,10,40,UG
592,Research Methods and Techniques for Economic Analysis,"4B05ECO",T,1,1,4,2019,4,10,40,UG
593,Environmental Economics,"4B06ECO",T,1,1,4,2019,4,10,40,UG
594,Project,"6B16ECO",P,1,1,6,2019,2,25,25,UG
595,lndian National Movement,"4C08HIS",T,3,4,4,2019,4,10,40,UG
596,History of India VI: Developments since Independence (1947 - 2000),"6B12HIS ",T,1,4,6,2019,5,10,40,UG
597,History of the Contemporary World (1945-2000),"6B13HIS ",T,1,4,6,2019,4,10,40,UG
598,Indian Historiography,"6B14HIS ",T,1,4,6,2019,4,10,40,UG
599,Project,"6B15HIS ",T,1,4,6,2019,3,10,40,UG
600,Bhasha Shasthram,"6B12MAL",T,1,5,6,2019,4,10,40,UG
601,Maadhyama Padanam,"6B13MAL",T,1,5,6,2019,4,10,40,UG
602,Vivara Sankethika Vidyayum Malayalavum,"6B14MAL",T,1,5,6,2019,4,10,40,UG
603,Vivarthana Sahithyam,"6B15MAL",T,1,5,6,2019,4,10,40,UG
604,Project,"6B16MAL",P,1,5,6,2019,2,10,40,UG
605,Dynamics of Indian Political System,"4C04POL",T,3,6,4,2019,4,10,40,UG
606,Core Practical I,"4B05PLS",L,1,7,2,2019,0,0,0,UG
607,Core Practical I,"4B05PLS",L,1,7,4,2019,4,20,80,UG
608,CE Practical - Botany,"4C05PLS",L,3,7,2,2019,0,0,0,UG
609,CE Practical - Botany,"4C05PLS",L,3,7,3,2019,0,0,0,UG
610,CE Practical - Botany,"4C05PLS",L,3,7,4,2019,4,20,80,UG
611,Plant Diversity II – Pteridophytes and Gymnosperms,"4B04PLS",T,1,7,4,2019,3,10,40,UG
612,Plantation Management,"4A13PLS",T,1,7,4,2019,3,10,40,UG
613,Herbal Science,"4A14PLS",T,1,7,4,2019,3,10,40,UG
614,General Practical,"4A15PLS",L,1,7,4,2019,4,20,80,UG
615,Environmental Science and Phytogeography,"6B10PLS",T,1,7,6,2019,4,10,40,UG
616,"Genetics, Molecular Biology and Plant Breeding","6B11PLS",T,1,7,6,2019,4,10,40,UG
617,Biotechnology and Bioinformatics ,"6B12PLS",T,1,7,6,2019,4,10,40,UG
618,Evolution and Palaeobotany,"6B13PLS",T,1,7,6,2019,3,10,40,UG
619,Core Practical II,"6B14PLS",L,1,7,6,2019,4,20,80,UG
620,Core Practical III,"6B15PLS",L,1,7,6,2019,4,20,80,UG
621,Polymer Chemistry III,"4A13PCH",T,1,8,4,2019,3,10,40,UG
622,Polymer Chemistry III (Practical),"4A13(A)PCH",L,1,8,4,2019,2,10,40,UG
623,Polymer Chemistry IV,"4A14PCH",T,1,8,4,2019,3,10,40,UG
624,Organic Chemistry-II,"4B06PCH",T,1,8,4,2019,3,10,40,UG
625,Core Course Practicals 2 - Inorganic Qualitative Analysis,"4B05PCH",L,1,8,4,2019,0,0,0,UG
626,Core Course Practicals 1 - Volumetric Analysis,"4B03PCH",L,1,8,4,2019,0,0,0,UG
627,Computation Using Python,"4C04CSC",T,3,9,4,2019,2,8,32,UG
628,Introduction to Artificial Intelligence,"5B14ICSC",T,1,9,5,2020,3,10,40,PG
629,Software Engineering,"5B15ICSC",T,1,9,5,2020,3,10,40,PG
630,UNIX Shell Programming,"5B16ICSC",T,1,9,5,2020,3,10,40,PG
631, Introduction to Machine Learning,"5B17ICSC",T,1,9,5,2020,4,10,40,PG
632,Lab-6 : UNIX Shell Programming,"5B18ICSC",L,1,9,5,2020,2,5,20,PG
633,Lab-7: Machine Learning,"5B19ICSC",L,1,9,5,2020,3,5,20,PG
634,General Physics Practical I,"4B05PHY",L,1,11,4,2019,4,10,40,UG
635,Physics Practical,"4C05PHY",L,3,11,4,2019,4,10,40,UG
636,Electronics I,"4B04PHY",T,1,11,4,2019,3,10,40,UG
637,Electronics and Modern Physics,"4C04PHY",T,3,11,4,2019,2,8,32,UG
638,Solid State Physics and Spectroscopy,"6B10PHY",T,1,11,6,2019,4,10,40,UG
639,Optics and Photonics,"6B11PHY",T,1,11,6,2019,4,10,40,UG
640,"Nuclear, Particle and Astrophysics","6B12PHY",T,1,11,6,2019,4,10,40,UG
641,Electrodynamics and Circuit Theory,"6B13PHY",T,1,11,6,2019,3,10,40,UG
642,Material Science,"6B14PHY(1)",T,1,11,6,2019,2,10,40,UG
643,General Physics Practical II,"6B15PHY",L,1,11,6,2019,4,10,40,UG
644,Electronics Practical III,"6B16PHY",L,1,11,6,2019,4,10,40,UG
645,Project,"6B17PHY",P,1,11,6,2019,2,5,20,UG
646,Differential Calculus and Linear Algebra II,"2C02MAT-ICS",T,3,10,2,2020,4,10,40,UG
647,Probability Theory and Random Variables,"2C02STA-ICS",T,3,12,2,2020,3,10,40,UG
648,Statistical Inference – I,"4B04STA",T,1,12,4,2019,3,12,48,UG
649,Statistical Inference,"4C04STA",T,3,12,4,2019,3,10,40,UG
650,Mathematical Methods for Statistics – II ,"6B10STA",T,1,12,6,2019,4,12,48,UG
651,Mathematical Methods for Statistics – III,"6B11STA",T,1,12,6,2019,4,12,48,UG
652,Sampling Techniques and Design of Experiments,"6B12STA",T,1,12,6,2019,4,12,48,UG
653,Applied Statistics,"6B13ASTA",T,1,12,6,2019,4,12,48,UG
654,Practical Using R – II,"6B14STA",L,1,12,6,2019,4,12,48,UG
655,Project,"6B15STA",P,1,12,6,2019,4,7,28,UG
656,Practical-I,"4B01ZLG-P",L,1,13,2,2019,0,0,0,UG
657,Practical-I,"4B01ZLG-P",L,1,13,4,2019,4,10,40,UG
658,Practical,"4C05ZLG-P",L,3,13,2,2019,0,0,0,UG
659,Practical,"4C05ZLG-P",L,3,13,4,2019,4,8,32,UG
660,Chordata-II and Comparative Anatomy,"4B04ZLG",T,1,13,4,2019,3,10,40,UG
661,Medical Zoology,"4C04ZLG",T,3,13,4,2019,2,8,32,UG
662,"Cell Biology, Immunology and Microbiology","6B09ZLG",T,1,13,6,2019,4,10,40,UG
663,Molecular Biology and Bioinformatics,"6B10ZLG",T,1,13,6,2019,4,10,40,UG
664,Environmental Science,"6B11ZLG",T,1,13,6,2019,4,10,40,UG
665,Developmental Biology,"6B12ZLG",T,1,13,6,2019,3,10,40,UG
666,Core Practical II,"6B02ZLG-P",L,1,13,6,2019,4,15,60,UG
